Day,daily_rossmann
2012-08-01,38.28579537391798
2012-08-02,37.73885544000486
2012-08-03,36.09803563826552
2012-08-04,39.3796752417442
2012-08-05,42.43021346469622
2012-08-06,55.533661740558294
2012-08-07,46.17405582922824
2012-08-08,44.30213464696223
2012-08-09,44.30213464696223
2012-08-10,41.80623973727422
2012-08-11,45.55008210180624
2012-08-12,39.93431855500821
2012-08-13,48.27880302918903
2012-08-14,40.530353160306845
2012-08-15,38.14621473911232
2012-08-16,37.55018013381369
2012-08-17,35.7620763179178
2012-08-18,45.89466460799451
2012-08-19,44.30213464696223
2012-08-20,54.27011494252872
2012-08-21,40.979474548440066
2012-08-22,42.087027914614126
2012-08-23,38.764367816091955
2012-08-24,35.441707717569784
2012-08-25,38.210591133004925
2012-08-26,38.0623973727422
2012-08-27,47.90612083121001
2012-08-28,41.99988675612932
2012-08-29,40.031142064435755
2012-08-30,39.37489383387124
2012-08-31,38.71864560330672
2012-09-01,52.49985844516165
2012-09-02,41.80623973727422
2012-09-03,49.50738916256157
2012-09-04,39.60591133004926
2012-09-05,37.4055829228243
2012-09-06,34.105090311986864
2012-09-07,35.205254515599336
2012-09-08,37.4055829228243
2012-09-09,36.1904761904762
2012-09-10,46.91358024691358
2012-09-11,40.211640211640216
2012-09-12,42.22222222222222
2012-09-13,38.2010582010582
2012-09-14,38.871252204585545
2012-09-15,51.60493827160494
2012-09-16,41.18226600985221
2012-09-17,48.573954780851324
2012-09-18,37.48642162435266
2012-09-19,35.90248831628141
2012-09-20,32.20664393078186
2012-09-21,29.038777314639386
2012-09-22,34.318555008210176
2012-09-23,34.318555008210176
2012-09-24,37.93103448275862
2012-09-25,33.71647509578544
2012-09-26,34.92063492063492
2012-09-27,34.92063492063492
2012-09-28,36.124794745484394
2012-09-29,45.758073344280234
2012-09-30,40.558292282430216
2012-10-01,46.352334037063095
2012-10-02,35.290981596400314
2012-10-03,27.916746635958457
2012-10-04,35.290981596400314
2012-10-05,34.23751945919433
2012-10-06,37.397905870812274
2012-10-07,35.56650246305419
2012-10-08,42.40621447517999
2012-10-09,44.45812807881773
2012-10-10,41.72224327396742
2012-10-11,38.30238726790451
2012-10-12,37.618416066691935
2012-10-13,57.45358090185676
2012-10-14,40.558292282430216
2012-10-15,47.22540882200777
2012-10-16,40.002699237465414
2012-10-17,36.11354792271184
2012-10-18,35.002361832782235
2012-10-19,31.113210518028655
2012-10-20,35.55795487774704
2012-10-21,34.94252873563218
2012-10-22,39.93431855500821
2012-10-23,37.4384236453202
2012-10-24,36.19047619047619
2012-10-25,34.318555008210176
2012-10-26,33.07060755336617
2012-10-27,48.66995073891625
2012-10-28,44.30213464696223
2012-10-29,50.92199384708302
2012-10-30,37.17305550837061
2012-10-31,31.06241624672064
2012-11-01,26.47943680048317
2012-11-02,26.988656738954003
2012-11-03,35.64539569295812
2012-11-04,41.80623973727422
2012-11-05,47.77855969974196
2012-11-06,36.43115177105325
2012-11-07,34.63945578231293
2012-11-08,34.63945578231293
2012-11-09,31.056063804832277
2012-11-10,36.43115177105325
2012-11-11,36.81444991789819
2012-11-12,45.251094690749866
2012-11-13,41.416256157635466
2012-11-14,41.416256157635466
2012-11-15,36.81444991789819
2012-11-16,37.58141762452107
2012-11-17,55.221674876847295
2012-11-18,44.30213464696223
2012-11-19,48.49287711356676
2012-11-20,40.710069675586915
2012-11-21,37.1180047042116
2012-11-22,34.723294723294714
2012-11-23,34.723294723294714
2012-11-24,38.315359694670036
2012-11-25,41.18226600985221
2012-11-26,48.73234811165846
2012-11-27,39.80952380952381
2012-11-28,37.7504105090312
2012-11-29,39.1231527093596
2012-11-30,37.7504105090312
2012-12-01,50.79146141215107
2012-12-02,49.917898193760266
2012-12-03,57.31314237061363
2012-12-04,46.220276105333575
2012-12-05,45.60400575726246
2012-12-06,36.97622088426685
2012-12-07,37.59249123233797
2012-12-08,43.138924364977996
2012-12-09,49.917898193760266
2012-12-10,56.15763546798029
2012-12-11,50.611202335340266
2012-12-12,48.53128991060026
2012-12-13,48.53128991060026
2012-12-14,45.75807334428024
2012-12-15,62.39737274220033
2012-12-16,54.285714285714285
2012-12-17,59.65463108320252
2012-12-18,47.127158555729984
2012-12-19,44.740973312401884
2012-12-20,38.17896389324961
2012-12-21,38.17896389324961
2012-12-22,51.899529042386185
2012-12-23,36.19047619047619
2012-12-24,40.558292282430216
2012-12-25,18.7192118226601
2012-12-26,25.582922824302134
2012-12-27,36.19047619047619
2012-12-28,34.318555008210176
2012-12-29,42.43021346469622
2012-12-30,38.6863711001642
2012-12-31,40.17430845017052
2013-01-01,43.15018315018314
2013-01-02,61.74940002526209
2013-01-03,55.79765062523683
2013-01-04,52.07780725022104
2013-01-05,69.93305545029683
2013-01-06,39.93431855500821
2013-01-07,42.68840948983636
2013-01-08,34.8851518411566
2013-01-09,33.50810637374252
2013-01-10,33.04909121793783
2013-01-11,30.295000283109673
2013-01-12,35.34416699696129
2013-01-13,31.822660098522164
2013-01-14,35.99612371800048
2013-01-15,31.300977146087376
2013-01-16,29.214245336348217
2013-01-17,28.69256238391343
2013-01-18,31.300977146087376
2013-01-19,41.212953242348384
2013-01-20,35.566502463054185
2013-01-21,41.65024630541872
2013-01-22,30.88669950738916
2013-01-23,32.29064039408867
2013-01-24,28.078817733990146
2013-01-25,29.95073891625616
2013-01-26,30.41871921182266
2013-01-27,31.822660098522164
2013-01-28,37.309325632750124
2013-01-29,31.822660098522164
2013-01-30,31.273993545099373
2013-01-31,31.273993545099373
2013-02-01,32.37132665194496
2013-02-02,47.73399014778325
2013-02-03,36.81444991789819
2013-02-04,42.00623131657614
2013-02-05,34.45454928213549
2013-02-06,29.73474801061008
2013-02-07,29.73474801061008
2013-02-08,26.43088712054229
2013-02-09,32.56662877352532
2013-02-10,32.44663382594417
2013-02-11,39.97888810696692
2013-02-12,39.39948393150364
2013-02-13,35.92305887872391
2013-02-14,31.287825475017595
2013-02-15,31.867229650480883
2013-02-16,46.3523340370631
2013-02-17,38.0623973727422
2013-02-18,43.74988203763471
2013-02-19,32.812411528226036
2013-02-20,28.437423324462564
2013-02-21,28.874922144838912
2013-02-22,26.249929222580825
2013-02-23,31.937413887473344
2013-02-24,32.44663382594417
2013-02-25,39.52589938796835
2013-02-26,36.576205403791604
2013-02-27,36.576205403791604
2013-02-28,37.16614420062695
2013-03-01,33.62651141961487
2013-03-02,48.96492013733393
2013-03-03,36.19047619047619
2013-03-04,44.5045045045045
2013-03-05,31.299871299871295
2013-03-06,29.343629343629342
2013-03-07,29.83268983268983
2013-03-08,28.854568854568853
2013-03-09,33.25611325611326
2013-03-10,33.69458128078818
2013-03-11,43.74384236453202
2013-03-12,35.4679802955665
2013-03-13,33.69458128078818
2013-03-14,34.28571428571428
2013-03-15,34.87684729064039
2013-03-16,47.88177339901477
2013-03-17,39.310344827586206
2013-03-18,45.70970328789093
2013-03-19,33.825180433039286
2013-03-20,31.539695268644746
2013-03-21,29.2542101042502
2013-03-22,29.2542101042502
2013-03-23,36.56776263031275
2013-03-24,37.4384236453202
2013-03-25,49.73163737960444
2013-03-26,43.58503051246232
2013-03-27,40.23233585765753
2013-03-28,36.32085876038526
2013-03-29,27.38033968090582
2013-03-30,45.82016028233218
2013-03-31,35.566502463054185
2013-04-01,51.656110720150124
2013-04-02,71.13300492610837
2013-04-03,59.27750410509031
2013-04-04,54.19657518179686
2013-04-05,54.19657518179686
2013-04-06,71.13300492610837
2013-04-07,38.6863711001642
2013-04-08,46.725097562535986
2013-04-09,35.671848676774786
2013-04-10,34.66700786897831
2013-04-11,33.1597466572836
2013-04-12,32.15490584948713
2013-04-13,36.676689484571256
2013-04-14,31.822660098522164
2013-04-15,35.172413793103445
2013-04-16,34.614121510673236
2013-04-17,31.822660098522164
2013-04-18,31.264367816091955
2013-04-19,30.706075533661735
2013-04-20,45.779967159277504
2013-04-21,38.6863711001642
2013-04-22,47.500987300201615
2013-04-23,37.70696930016004
2013-04-24,32.80996030013926
2013-04-25,32.32025940013718
2013-04-26,30.361455800128866
2013-04-27,37.21726840015796
2013-04-28,34.318555008210176
2013-04-29,44.35013262599469
2013-04-30,30.62271062271062
2013-05-01,23.23102185171151
2013-05-02,35.374510546924334
2013-05-03,34.318555008210176
2013-05-04,38.54237716306682
2013-05-05,35.566502463054185
2013-05-06,44.60883359772898
2013-05-07,40.38907906821407
2013-05-08,34.9636803874092
2013-05-09,27.12699340402438
2013-05-10,40.99190114385906
2013-05-11,51.23987642982383
2013-05-12,38.6863711001642
2013-05-13,48.48691844553913
2013-05-14,37.138916256157636
2013-05-15,31.980733442802407
2013-05-16,32.49655172413793
2013-05-17,30.433278598795837
2013-05-18,39.71800766283525
2013-05-19,33.69458128078818
2013-05-20,54.08866995073892
2013-05-21,62.955665024630534
2013-05-22,57.635467980295566
2013-05-23,53.201970443349744
2013-05-24,53.201970443349744
2013-05-25,78.91625615763547
2013-05-26,41.18226600985221
2013-05-27,45.01317447588497
2013-05-28,34.47817619429488
2013-05-29,32.5627219612785
2013-05-30,27.774086378737543
2013-05-31,32.5627219612785
2013-06-01,36.872493985565356
2013-06-02,35.566502463054185
2013-06-03,42.67980295566502
2013-06-04,39.1231527093596
2013-06-05,37.34482758620689
2013-06-06,36.159277504105084
2013-06-07,34.38095238095237
2013-06-08,43.272577996715924
2013-06-09,35.566502463054185
2013-06-10,40.56804187192118
2013-06-11,34.455049261083744
2013-06-12,32.78786945812808
2013-06-13,33.89932266009852
2013-06-14,34.455049261083744
2013-06-15,46.68103448275862
2013-06-16,42.43021346469622
2013-06-17,51.744162761824654
2013-06-18,41.912771837077976
2013-06-19,36.738355560895506
2013-06-20,34.66858905042252
2013-06-21,34.66858905042252
2013-06-22,39.84300532660499
2013-06-23,36.81444991789819
2013-06-24,44.53360877165104
2013-06-25,39.78335716934159
2013-06-26,37.408231368186875
2013-06-27,37.408231368186875
2013-06-28,36.81444991789819
2013-06-29,57.59680067800201
2013-06-30,43.05418719211823
2013-07-01,45.831876688383915
2013-07-02,33.3322739551883
2013-07-03,30.091636209544998
2013-07-04,28.239843212034533
2013-07-05,28.239843212034533
2013-07-06,29.628687960167383
2013-07-07,36.814449917898195
2013-07-08,47.794198139025724
2013-07-09,42.6272577996716
2013-07-10,40.043787629994526
2013-07-11,36.814449917898195
2013-07-12,38.752052545156
2013-07-13,50.377668308702795
2013-07-14,43.678160919540225
2013-07-15,50.95785440613027
2013-07-16,39.51833607006021
2013-07-17,36.39846743295019
2013-07-18,35.35851122058018
2013-07-19,33.278598795840175
2013-07-20,38.4783798576902
2013-07-21,39.310344827586206
2013-07-22,51.5101070154578
2013-07-23,44.054696789536266
2013-07-24,44.73246135552913
2013-07-25,42.69916765755053
2013-07-26,42.69916765755053
2013-07-27,58.9655172413793
2013-07-28,45.55008210180624
2013-07-29,58.39754115616185
2013-07-30,49.63790998273757
2013-07-31,43.79815586712139
2013-08-01,39.126352574628434
2013-08-02,40.87827880931329
2013-08-03,46.13405751336786
2013-08-04,39.310344827586206
2013-08-05,49.79310344827586
2013-08-06,42.58620689655172
2013-08-07,42.58620689655172
2013-08-08,41.275862068965516
2013-08-09,39.310344827586206
2013-08-10,57.655172413793096
2013-08-11,44.30213464696223
2013-08-12,51.41235378783271
2013-08-13,42.66131484522289
2013-08-14,38.28579537391798
2013-08-15,36.09803563826552
2013-08-16,35.0041557704393
2013-08-17,42.66131484522289
2013-08-18,39.310344827586206
2013-08-19,49.137931034482754
2013-08-20,46.51724137931034
2013-08-21,42.58620689655172
2013-08-22,41.93103448275862
2013-08-23,42.58620689655172
2013-08-24,55.68965517241379
2013-08-25,45.55008210180624
2013-08-26,51.76145693387072
2013-08-27,39.338707269741754
2013-08-28,38.30347813106434
2013-08-29,35.1977907150321
2013-08-30,35.715405284370796
2013-08-31,40.37393640841916
2013-09-01,36.19047619047619
2013-09-02,43.903200624512095
2013-09-03,40.34348165495706
2013-09-04,36.19047619047619
2013-09-05,37.377049180327866
2013-09-06,35.00390320062451
2013-09-07,49.83606557377049
2013-09-08,40.558292282430216
2013-09-09,50.69786535303776
2013-09-10,39.03735632183908
2013-09-11,35.48850574712644
2013-09-12,32.95361247947455
2013-09-13,30.925697865353037
2013-09-14,36.50246305418719
2013-09-15,33.69458128078818
2013-09-16,44.47684729064039
2013-09-17,41.78128078817734
2013-09-18,40.433497536945815
2013-09-19,38.41182266009852
2013-09-20,38.41182266009852
2013-09-21,55.259113300492615
2013-09-22,39.310344827586206
2013-09-23,49.6551724137931
2013-09-24,38.275862068965516
2013-09-25,35.172413793103445
2013-09-26,32.58620689655172
2013-09-27,31.03448275862069
2013-09-28,36.724137931034484
2013-09-29,34.31855500821018
2013-09-30,41.30937176914188
2013-10-01,38.1317277869002
2013-10-02,35.58961260110685
2013-10-03,31.1409110259685
2013-10-04,40.67384297269355
2013-10-05,54.019947698108616
2013-10-06,39.93431855500821
2013-10-07,49.64807171703724
2013-10-08,38.855012648116094
2013-10-09,36.69640083433187
2013-10-10,35.07744197399369
2013-10-11,33.45848311365553
2013-10-12,41.55327741534638
2013-10-13,36.19047619047619
2013-10-14,42.71662763466042
2013-10-15,40.34348165495706
2013-10-16,37.377049180327866
2013-10-17,34.41061670569867
2013-10-18,36.19047619047619
2013-10-19,50.42935206869633
2013-10-20,40.558292282430216
2013-10-21,48.569806807354695
2013-10-22,36.55253501996797
2013-10-23,34.048936730929064
2013-10-24,33.548217073121286
2013-10-25,29.542459810659043
2013-10-26,35.551095704352406
2013-10-27,36.81444991789819
2013-10-28,41.99148193760263
2013-10-29,36.81444991789819
2013-10-30,36.23922413793103
2013-10-31,33.938321018062396
2013-11-01,23.584256978653528
2013-11-02,38.540127257799675
2013-11-03,43.05418719211823
2013-11-04,51.36288998357963
2013-11-05,39.27750410509031
2013-11-06,38.522167487684726
2013-11-07,36.25615763546798
2013-11-08,34.745484400656814
2013-11-09,40.78817733990147
2013-11-10,36.81444991789819
2013-11-11,43.66364990262344
2013-11-12,35.95829991980754
2013-11-13,35.95829991980754
2013-11-14,37.67059991598885
2013-11-15,36.81444991789819
2013-11-16,53.081299881620644
2013-11-17,44.926108374384235
2013-11-18,50.45547555892384
2013-11-19,39.39674118984463
2013-11-20,35.24971580143994
2013-11-21,33.86737400530504
2013-11-22,31.793861311102688
2013-11-23,37.32322849564228
2013-11-24,42.43021346469622
2013-11-25,48.14197296955918
2013-11-26,39.98231653404068
2013-11-27,39.16635089048882
2013-11-28,39.98231653404068
2013-11-29,39.16635089048882
2013-11-30,54.66969811797397
2013-12-01,49.293924466338254
2013-12-02,57.63597322218011
2013-12-03,44.743716054060876
2013-12-04,46.260452191486664
2013-12-05,38.67677150435771
2013-12-06,37.160035366931915
2013-12-07,49.293924466338254
2013-12-08,50.54187192118227
2013-12-09,56.34175886295727
2013-12-10,51.37042719857868
2013-12-11,51.37042719857868
2013-12-12,48.056206088992965
2013-12-13,48.056206088992965
2013-12-14,65.45586691431802
2013-12-15,61.14942528735631
2013-12-16,69.48798328108671
2013-12-17,54.20062695924764
2013-12-18,49.33646812957157
2013-12-19,45.16718913270636
2013-12-20,43.77742946708463
2013-12-21,52.810867293625904
2013-12-22,39.93431855500821
2013-12-23,58.72693905148265
2013-12-24,42.28339611706752
2013-12-25,19.575646350494218
2013-12-26,28.188930744711676
2013-12-27,39.151292700988435
2013-12-28,48.54760294922566
2013-12-29,41.18226600985221
2013-12-30,45.934065934065934
2013-12-31,38.01439939370974
2014-01-01,35.638499431602874
2014-01-02,54.645699128457736
2014-01-03,50.68586585827964
2014-01-04,73.6528988253126
2014-01-05,44.30213464696223
2014-01-06,48.8851140931997
2014-01-07,37.17305550837061
2014-01-08,32.590076062133136
2014-01-09,31.06241624672064
2014-01-10,31.06241624672064
2014-01-11,36.154615631428946
2014-01-12,34.94252873563218
2014-01-13,39.55757970071568
2014-01-14,34.94252873563218
2014-01-15,33.623942745608325
2014-01-16,34.283235740620256
2014-01-17,36.261114725656036
2014-01-18,53.402732595966164
2014-01-19,42.43021346469622
2014-01-20,50.811490198463375
2014-01-21,35.09659632264996
2014-01-22,31.953617547487273
2014-01-23,29.85829836404549
2014-01-24,29.85829836404549
2014-01-25,34.57276652678951
2014-01-26,36.19047619047619
2014-01-27,43.15018315018315
2014-01-28,40.366300366300365
2014-01-29,38.97435897435898
2014-01-30,39.67032967032967
2014-01-31,38.27838827838828
2014-02-01,55.67765567765567
2014-02-02,42.43021346469622
2014-02-03,54.00208986415883
2014-02-04,37.47083786492653
2014-02-05,36.36875439831105
2014-02-06,34.16458746508007
2014-02-07,33.61354573177233
2014-02-08,38.02187959823427
2014-02-09,36.19047619047619
2014-02-10,39.25746569814366
2014-02-11,34.9636803874092
2014-02-12,32.51008878127523
2014-02-13,34.9636803874092
2014-02-14,32.51008878127523
2014-02-15,50.298627925746565
2014-02-16,43.678160919540225
2014-02-17,52.6242902645063
2014-02-18,37.889488990444534
2014-02-19,34.20578867192909
2014-02-20,31.04833125605872
2014-02-21,29.995845450768595
2014-02-22,35.78451737986428
2014-02-23,35.566502463054185
2014-02-24,42.27716330513988
2014-02-25,38.25076679988847
2014-02-26,36.90863463147133
2014-02-27,35.566502463054185
2014-02-28,36.90863463147133
2014-03-01,51.672088484059856
2014-03-02,43.05418719211823
2014-03-03,53.67794766809545
2014-03-04,39.14017017465293
2014-03-05,35.78529844539696
2014-03-06,33.54871729255965
2014-03-07,34.10786258076898
2014-03-08,39.14017017465293
2014-03-09,34.94252873563219
2014-03-10,44.02758620689655
2014-03-11,41.23218390804598
2014-03-12,39.13563218390805
2014-03-13,37.737931034482756
2014-03-14,34.94252873563219
2014-03-15,53.81149425287357
2014-03-16,43.678160919540225
2014-03-17,52.733389402859544
2014-03-18,37.28623493131483
2014-03-19,35.155592935239696
2014-03-20,29.296327446033082
2014-03-21,30.894308943089428
2014-03-22,38.35155592935239
2014-03-23,36.19047619047618
2014-03-24,44.08658008658007
2014-03-25,38.16450216450215
2014-03-26,36.19047619047618
2014-03-27,35.53246753246753
2014-03-28,34.21645021645021
2014-03-29,50.66666666666666
2014-03-30,41.18226600985221
2014-03-31,54.704801117564884
2014-04-01,41.79692669656642
2014-04-02,40.567605323138004
2014-04-03,34.420998455995885
2014-04-04,36.87964120285273
2014-04-05,42.41158738328063
2014-04-06,36.81444991789819
2014-04-07,47.43400277883036
2014-04-08,44.602122015915114
2014-04-09,41.770241252999874
2014-04-10,41.770241252999874
2014-04-11,40.35430087154225
2014-04-12,53.097764304660856
2014-04-13,43.678160919540225
2014-04-14,56.15763546798029
2014-04-15,43.678160919540225
2014-04-16,38.00567248843111
2014-04-17,35.73667711598746
2014-04-18,25.52619793999104
2014-04-19,45.94715629198387
2014-04-20,36.81444991789819
2014-04-21,56.799437016185784
2014-04-22,76.78442411447337
2014-04-23,66.26600985221674
2014-04-24,63.110485573539755
2014-04-25,61.00680272108844
2014-04-26,83.09547267182735
2014-04-27,47.42200328407225
2014-04-28,54.508049751807185
2014-04-29,40.88103731385539
2014-04-30,35.97531283619274
2014-05-01,28.344185870939736
2014-05-02,39.790876318819244
2014-05-03,41.97119830889153
2014-05-04,44.30213464696223
2014-05-05,51.68582375478926
2014-05-06,46.98711250435388
2014-05-07,43.630890182614316
2014-05-08,42.28840125391849
2014-05-09,40.27466786087476
2014-05-10,49.672090361745525
2014-05-11,37.43842364532019
2014-05-12,51.1178476695718
2014-05-13,43.198181129215605
2014-05-14,38.878363016294045
2014-05-15,36.71845395983326
2014-05-16,38.878363016294045
2014-05-17,53.27775672603258
2014-05-18,46.17405582922824
2014-05-19,55.05368195023367
2014-05-20,39.070354932423896
2014-05-21,37.886404782956504
2014-05-22,35.518504484021726
2014-05-23,33.74257925982064
2014-05-24,38.4783798576902
2014-05-25,37.4384236453202
2014-05-26,48.832726493895905
2014-05-27,43.94945384450632
2014-05-28,44.763332619404586
2014-05-29,35.810666095523665
2014-05-30,51.2743628185907
2014-05-31,62.668665667166415
2014-06-01,44.30213464696223
2014-06-02,50.20908593322386
2014-06-03,38.3951833607006
2014-06-04,36.62309797482211
2014-06-05,34.85101258894362
2014-06-06,36.62309797482211
2014-06-07,42.53004926108374
2014-06-08,37.4384236453202
2014-06-09,49.60591133004926
2014-06-10,61.77339901477832
2014-06-11,56.15763546798029
2014-06-12,52.41379310344827
2014-06-13,50.54187192118227
2014-06-14,71.13300492610837
2014-06-15,46.79802955665024
2014-06-16,58.4975369458128
2014-06-17,44.95073891625615
2014-06-18,39.408866995073886
2014-06-19,35.714285714285715
2014-06-20,37.5615763546798
2014-06-21,43.103448275862064
2014-06-22,38.6863711001642
2014-06-23,44.212995543044805
2014-06-24,39.37719915552428
2014-06-25,37.99554304480413
2014-06-26,35.92305887872391
2014-06-27,35.92305887872391
2014-06-28,52.5029322073657
2014-06-29,48.66995073891625
2014-06-30,59.353598462093
2014-07-01,39.76691096960231
2014-07-02,38.579839000360444
2014-07-03,36.79923104649765
2014-07-04,32.64447915415115
2014-07-05,40.36044695422324
2014-07-06,39.3103448275862
2014-07-07,46.87002652519894
2014-07-08,43.09018567639257
2014-07-09,39.3103448275862
2014-07-10,39.3103448275862
2014-07-11,40.82228116710875
2014-07-12,56.69761273209548
2014-07-13,46.79802955665024
2014-07-14,54.38689921448543
2014-07-15,41.73878311809347
2014-07-16,41.10637731327387
2014-07-17,39.209159898815074
2014-07-18,36.67953667953668
2014-07-19,42.37118892291306
