Date,RossmannAdj
2013-07-06,57.1929714146496
2013-07-07,47.0303697886334
2013-07-08,66.9490689756252
2013-07-09,51.9084185691212
2013-07-10,54.3474429593651
2013-07-11,48.2498819837553
2013-07-12,50.2824023089586
2013-07-13,67.7620771057065
2013-07-14,79.5506949918854
2013-07-15,91.3393128780643
2013-07-16,71.827117756113
2013-07-17,63.6970364553
2013-07-18,61.6645161300968
2013-07-19,52.7214266992025
2013-07-20,68.1685811707472
2013-07-21,52.7214266992025
2013-07-22,64.916548650422
2013-07-23,54.7539470244057
2013-07-24,52.3149226341618
2013-07-25,51.9084185691212
2013-07-26,53.1279307642431
2013-07-27,84.0222397073326
2013-07-28,71.0141096260317
2013-07-29,103.534434829284
2013-07-30,75.4856543414789
2013-07-31,71.0141096260317
2013-08-01,63.4364414018794
2013-08-02,62.2169292067574
2013-08-03,67.0949779872452
2013-08-04,51.6478235157005
2013-08-05,65.4689617270826
2013-08-06,58.1518885563509
2013-08-07,57.3388804262696
2013-08-08,54.8998560360257
2013-08-09,50.8348153856192
2013-08-10,77.2575796132615
2013-08-11,71.1600186376517
2013-08-12,93.1112381498468
2013-08-13,70.3470105075704
2013-08-14,63.84294546692
2013-08-15,64.2494495319607
2013-08-16,56.1193682311476
2013-08-17,79.2900999384647
2013-08-18,55.712864166107
2013-08-19,69.9405064425298
2013-08-20,58.1518885563509
2013-08-21,54.493351970985
2013-08-22,53.6803438409037
2013-08-23,55.3063601010663
2013-08-24,82.1356283937493
2013-08-25,80.5096121335867
2013-08-26,98.8022950604159
2013-08-27,63.84294546692
2013-08-28,63.84294546692
2013-08-29,61.8104251417168
2013-08-30,60.9974170116355
2013-08-31,70.3470105075704
2013-09-01,54.7026988220223
2013-09-02,63.239284187876
2013-09-03,55.9222110171442
2013-09-04,42.5075768708028
2013-09-05,42.9140809358434
2013-09-06,50.2311541065751
2013-09-07,74.6213980090142
2013-09-08,65.2718045130792
2013-09-09,90.4750565455995
2013-09-10,66.8978207732418
2013-09-11,62.4262760577947
2013-09-12,54.2961947569816
2013-09-13,47.3856256512906
2013-09-14,59.5807476025101
2013-09-15,40.4750565455995
2013-09-16,53.4831866269003
2013-09-17,44.540097196006
2013-09-18,49.4181459764938
2013-09-19,42.9140809358434
2013-09-20,40.8815606106402
2013-09-21,70.5563573586077
2013-09-22,60.3937557325914
2013-09-23,88.0360321553556
2013-09-24,59.5807476025101
2013-09-25,55.5157069521036
2013-09-26,48.6051378464125
2013-09-27,40.8815606106402
2013-09-28,51.0441622366564
2013-09-29,38.4425362203963
2013-09-30,51.8571703667377
2013-10-01,47.4248598859701
2013-10-02,44.9858354957262
2013-10-03,39.7012826501977
2013-10-04,49.4573802111733
2013-10-05,77.5061606989782
2013-10-06,60.4329899672709
2013-10-07,81.5712013493847
2013-10-08,61.6525021623928
2013-10-09,55.5549411867831
2013-10-10,52.7094127314985
2013-10-11,53.5224208615798
2013-10-12,66.5305509428806
2013-10-13,49.863884276214
2013-10-14,66.5305509428806
2013-10-15,53.5224208615798
2013-10-16,51.8964046014172
2013-10-17,46.6118517558888
2013-10-18,50.6768924062953
2013-10-19,76.2866485038562
2013-10-20,73.4411200485717
2013-10-21,86.4492501298725
2013-10-22,62.4655102924741
2013-10-23,61.2459980973522
2013-10-24,50.6768924062953
2013-10-25,49.4573802111733
2013-10-26,64.4980306176774
2013-10-27,58.8069737071083
2013-10-28,62.0590062274335
2013-10-29,51.4899005363766
2013-10-30,50.6768924062953
2013-10-31,44.9858354957262
2013-11-01,51.3660959978506
2013-11-02,83.0734130710213
2013-11-03,70.4717870547612
2013-11-04,83.479917136062
2013-11-05,69.2522748596392
2013-11-06,61.1221935588262
2013-11-07,57.870161038501
2013-11-08,57.4636569734603
2013-11-09,65.1872342092327
2013-11-10,52.5856081929725
2013-11-11,62.3417057539482
2013-11-12,50.1465838027286
2013-11-13,53.8051203880945
2013-11-14,53.3986163230538
2013-11-15,51.7726000628912
2013-11-16,76.5693480303709
2013-11-17,85.9189415263059
2013-11-18,93.6425187620782
2013-11-19,72.9108114450051
2013-11-20,67.219754534436
2013-11-21,57.0571529084197
2013-11-22,56.2441447783384
2013-11-23,65.5937382742733
2013-11-24,68.0327626645173
2013-11-25,80.2278846157368
2013-11-26,57.4636569734603
2013-11-27,58.2766651035416
2013-11-28,61.1221935588262
2013-11-29,59.4961772986636
2013-11-30,81.8539008758994
2013-12-01,79.6138227381851
2013-12-02,90.9959365593233
2013-12-03,77.1747983479412
2013-12-04,71.8902455024127
2013-12-05,60.5081316812745
2013-12-06,64.573172331681
2013-12-07,76.3617902178599
2013-12-08,73.5162617625753
2013-12-09,86.9308959089168
2013-12-10,77.5813024129818
2013-12-11,72.703253632494
2013-12-12,71.0772373723314
2013-12-13,75.9552861528192
2013-12-14,100.752034120299
2013-12-15,106.849595095909
2013-12-16,123.109757697535
2013-12-17,96.6869934698924
2013-12-18,87.7439040389981
2013-12-19,79.2073186731444
2013-12-20,76.7682942829005
2013-12-21,92.6219528194859
2013-12-22,67.0121967219249
2013-12-23,93.4349609495672
2013-12-24,69.4512211121688
2013-12-25,32.052847128429
2013-12-26,41.8089446894046
2013-12-27,60.5081316812745
2013-12-28,72.703253632494
2013-12-29,64.1666682666404
2013-12-30,70.2642292422501
2013-12-31,58.0691072910306
2014-01-01,39.36640979908
2014-01-02,65.7891740267222
2014-01-03,58.4721008559905
2014-01-04,84.8948650836328
2014-01-05,77.5777919129011
2014-01-06,93.0249463844458
2014-01-07,67.0086862218442
2014-01-08,56.8460845958279
2014-01-09,56.4395805307873
2014-01-10,58.0655967909499
2014-01-11,66.6021821568035
2014-01-12,48.3094992299743
2014-01-13,57.6590927259092
2014-01-14,49.1225073600556
2014-01-15,49.1225073600556
2014-01-16,49.9355154901369
2014-01-17,49.1225073600556
2014-01-18,77.9842959779417
2014-01-19,76.7647837828198
2014-01-20,96.276978904771
2014-01-21,64.5696618316003
2014-01-22,54.8135642706247
2014-01-23,54.8135642706247
2014-01-24,53.1875480104621
2014-01-25,59.6916130511125
2014-01-26,49.5290114250962
2014-01-27,55.626572400706
2014-01-28,56.0330764657466
2014-01-29,54.407060205584
2014-01-30,53.5940520755027
2014-01-31,52.3745398803808
2014-02-01,73.9721401080712
2014-02-02,74.7851482381525
2014-02-03,96.329863685307
2014-02-04,67.0615710023802
2014-02-05,65.0290506771769
2014-02-06,53.6469368560387
2014-02-07,53.2404327909981
2014-02-08,61.3705140918111
2014-02-09,52.8339287259574
2014-02-10,62.1835222218924
2014-02-11,52.0209205958761
2014-02-12,48.7688880755509
2014-02-13,46.7363677503477
2014-02-14,46.7363677503477
2014-02-15,78.4436848235184
2014-02-16,76.0046604332745
2014-02-17,99.1753921405916
2014-02-18,67.0615710023802
2014-02-19,61.3705140918111
2014-02-20,51.6144165308355
2014-02-21,55.679457181242
2014-02-22,69.0940913275834
2014-02-23,47.9558799454696
2014-02-24,60.1510018966891
2014-02-25,51.6144165308355
2014-02-26,49.1753921405916
2014-02-27,56.4924653113233
2014-02-28,53.2404327909981
2014-03-01,74.5860045582029
2014-03-02,78.2445411435687
2014-03-03,100.602264720804
2014-03-04,67.6754354525118
2014-03-05,62.797386672024
2014-03-06,52.2282809809671
2014-03-07,52.6347850460077
2014-03-08,62.3908826069833
2014-03-09,38.8136468346256
2014-03-10,56.2933216313736
2014-03-11,56.2933216313736
2014-03-12,46.9437281354386
2014-03-13,45.317711875276
2014-03-14,45.317711875276
2014-03-15,81.9030777289346
2014-03-16,79.8705574037313
2014-03-17,101.821776915926
2014-03-18,66.0494191923492
2014-03-19,63.2038907370646
2014-03-20,48.9762484606419
2014-03-21,51.4152728508858
2014-03-22,68.0819395175525
2014-03-23,47.7567362655199
2014-03-24,66.0494191923492
2014-03-25,55.0738094362516
2014-03-26,45.7242159403167
2014-03-27,41.2526712248695
2014-03-28,46.9437281354386
2014-03-29,69.7079557777151
2014-03-30,64.8299069972273
2014-03-31,90.8461671598289
2014-04-01,65.4422471124715
2014-04-02,65.0357430474309
2014-04-03,49.5885885758861
2014-04-04,57.7186698766992
2014-04-05,70.726799958
2014-04-06,42.2715154051544
2014-04-07,58.9381820718211
2014-04-08,54.8731414214146
2014-04-09,58.1251739417398
2014-04-10,60.9707023970244
2014-04-11,48.3690763807642
2014-04-12,69.507287762878
2014-04-13,80.0763934539349
2014-04-14,100.401596705967
2014-04-15,77.2308649986504
2014-04-16,66.6617593075935
2014-04-17,57.3121658116585
2014-04-18,34.5479381693821
2014-04-19,77.2308649986504
2014-04-20,26.0113528035284
2014-04-21,47.5560682506829
2014-04-22,69.9137918279187
2014-04-23,55.6861495514959
2014-04-24,51.2146048360487
2014-04-25,51.2146048360487
2014-04-26,75.1983446734471
2014-04-27,83.3284259742601
2014-04-28,99.5885885758861
2014-04-29,71.5398080880813
2014-04-30,58.9381820718211
2014-05-01,56.318174037176
2014-05-02,79.8954098095338
2014-05-03,72.1718325737614
2014-05-04,68.9198000534362
2014-05-05,84.3669545249809
2014-05-06,69.7328081835175
2014-05-07,76.2368732241679
2014-05-08,60.7897187526232
2014-05-09,59.9767106225419
2014-05-10,83.9604504599403
2014-05-11,53.4726455818915
2014-05-12,75.8303691591273
2014-05-13,60.7897187526232
2014-05-14,53.8791496469321
2014-05-15,52.6596374518102
2014-05-16,51.8466293217289
2014-05-17,76.2368732241679
2014-05-18,81.5214260696964
2014-05-19,102.25313338677
2014-05-20,65.2612634680704
2014-05-21,62.0092309477452
2014-05-22,57.537686232298
2014-05-23,60.3832146875825
2014-05-24,73.3913447688834
2014-05-25,46.9685805412411
2014-05-26,64.0417512729484
2014-05-27,55.9116699721354
2014-05-28,53.4726455818915
2014-05-29,41.277523630672
2014-05-30,55.5051659070947
2014-05-31,82.7409382648183
2014-06-01,78.2206618593272
2014-06-02,90.4157838105467
2014-06-03,66.0255399081077
2014-06-04,65.2125317780264
2014-06-05,59.9279789324979
2014-06-06,59.5214748674573
2014-06-07,73.74911714388
2014-06-08,40.8222878755873
2014-06-09,48.5458651113597
2014-06-10,69.6840764934735
2014-06-11,61.5539951926605
2014-06-12,53.8304179568881
2014-06-13,53.0174098268068
2014-06-14,77.8141577942865
2014-06-15,83.098710639815
2014-06-16,103.423913891848
2014-06-17,77.8141577942865
2014-06-18,64.3995236479451
2014-06-19,55.0499301520101
2014-06-20,64.3995236479451
2014-06-21,72.1231008837174
2014-06-22,51.3913935666442
2014-06-23,64.8060277129857
2014-06-24,59.9279789324979
2014-06-25,57.8954586072947
2014-06-26,47.7328569812784
2014-06-27,55.4564342170508
2014-06-28,79.8466781194898
2014-06-29,90.4157838105467
2014-06-30,111.553995192661
2014-07-01,68.4518998748274
2014-07-02,79.0210055658843
2014-07-03,65.1998673545022
2014-07-04,53.0047454032827
2014-07-05,70.4844202000307
2014-07-06,56.2567779236079
2014-07-07,69.2649080049087
2014-07-08,58.6958023138518
2014-07-09,53.817753533364
2014-07-10,55.8502738585672
2014-07-11,57.0697860536892
2014-07-12,81.8665340211689
2014-07-13,79.0210055658843
2014-07-14,94.468160037429
2014-07-15,70.8909242650713
2014-07-16,72.9234445902746
2014-07-17,60.3218185740144
2014-07-18,57.4762901187298
2014-07-19,71.7039323951526
2014-07-20,57.8827941837705
2014-07-21,74.9559649154778
2014-07-22,64.3868592244209
2014-07-23,64.7933632894616
2014-07-24,59.1023063788924
2014-07-25,53.0047454032827
2014-07-26,79.427509630925
2014-07-27,88.7771031268599
2014-07-28,104.224257598405
2014-07-29,71.7039323951526
2014-07-30,72.1104364601933
2014-07-31,65.1998673545022
2014-08-01,62.7134322662289
2014-08-02,76.9410745426516
2014-08-03,65.9654647865541
2014-08-04,95.6402615345216
2014-08-05,75.7215623475297
2014-08-06,72.8760338922451
2014-08-07,70.0305054369606
2014-08-08,64.7459525914321
2014-08-09,81.8191233231395
2014-08-10,71.2500176320825
2014-08-11,85.0711558434647
2014-08-12,67.5914810467167
2014-08-13,66.3719688515947
2014-08-14,63.5264403963102
2014-08-15,63.9329444613508
2014-08-16,85.884163973546
2014-08-17,87.5101802337086
2014-08-18,111.900424136148
2014-08-19,82.6321314532208
2014-08-20,75.7215623475297
2014-08-21,63.1199363312695
2014-08-22,61.9004241361476
2014-08-23,74.0955460873671
2014-08-24,56.6158712906191
2014-08-25,67.9979851117573
2014-08-26,63.5264403963102
2014-08-27,56.2093672255785
2014-08-28,55.8028631605378
2014-08-29,59.4613997459037
2014-08-30,91.5752208841151
2014-08-31,82.2256273881801
2014-09-01,100.09516281704
2014-09-02,77.3309351747637
2014-09-03,70.4203660690726
2014-09-04,61.883780703219
2014-09-05,56.1927237926499
2014-09-06,80.1764636300482
2014-09-07,57.0057319227312
2014-09-08,65.9488213536255
2014-09-09,56.1927237926499
2014-09-10,62.2902847682596
2014-09-11,50.9081709471214
2014-09-12,56.5992278576905
2014-09-13,83.4284961503734
2014-09-14,76.5179270446824
2014-09-15,99.6886587519994
2014-09-16,67.1683335487474
2014-09-17,63.9163010284222
2014-09-18,60.664268508097
2014-09-19,55.3797156625686
2014-09-20,65.5423172885848
2014-09-21,45.2171140365523
2014-09-22,61.0707725731377
2014-09-23,56.5992278576905
2014-09-24,54.5667075324873
2014-09-25,51.314675012162
2014-09-26,47.2496343617555
2014-09-27,76.924431109723
2014-09-28,77.3309351747637
2014-09-29,93.184593711349
2014-09-30,78.9569514349263
2014-10-01,64.2639081816463
2014-10-02,58.1663472060366
2014-10-03,46.3777293198577
2014-10-04,86.2151276938414
2014-10-05,53.6948024905894
2014-10-06,82.1500870434349
2014-10-07,70.7679732222967
2014-10-08,66.2964285068496
2014-10-09,61.8248837914024
2014-10-10,60.1988675312398
2014-10-11,74.8330138727032
2014-10-12,58.9793553361179
2014-10-13,77.2720382629471
2014-10-14,60.6053715962805
2014-10-15,55.7273228157927
2014-10-16,53.6948024905894
2014-10-17,59.3858594011585
2014-10-18,78.4915504580691
2014-10-19,69.5484610271748
2014-10-20,95.1582171247358
2014-10-21,74.0200057426219
2014-10-22,74.0200057426219
2014-10-23,63.450900051565
2014-10-24,62.2313878564431
2014-10-25,80.1175667182317
2014-10-26,59.7923634661992
2014-10-27,74.8330138727032
2014-10-28,60.6053715962805
2014-10-29,59.7923634661992
2014-10-30,63.0443959865244
2014-10-31,58.9793553361179
2014-11-01,66.5458087931175
2014-11-02,75.4888982240118
2014-11-03,96.6271096061257
2014-11-04,80.3669470044997
2014-11-05,65.3262965979956
2014-11-06,64.9197925329549
2014-11-07,63.2937762727923
2014-11-08,76.7084104191338
2014-11-09,64.1067844028736
2014-11-10,86.8710120451501
2014-11-11,68.9848331833614
2014-11-12,68.1718250532801
2014-11-13,62.8872722077517
2014-11-14,63.2937762727923
2014-11-15,79.960442939459
2014-11-16,65.3262965979956
2014-11-17,77.9279226142558
2014-11-18,64.5132884679143
2014-11-19,65.3262965979956
2014-11-20,58.4157274923045
2014-11-21,62.0742640776704
2014-11-22,90.9360526955566
2014-11-23,103.131174646776
2014-11-24,112.07426407767
2014-11-25,81.9929632646623
2014-11-26,75.8954022890525
2014-11-27,67.7653209882395
2014-11-28,74.2693860288899
2014-11-29,87.2775161101907
2014-11-30,77.5214185492151
2014-12-01,93.6086287165365
2014-12-02,86.2915555458048
2014-12-03,86.6980596108455
2014-12-04,89.54358806613
2014-12-05,84.2590352206016
2014-12-06,94.8281409116585
2014-12-07,85.4785474157235
2014-12-08,98.0801734319837
2014-12-09,90.763100261252
2014-12-10,85.8850514807642
2014-12-11,81.8200108303577
2014-12-12,74.9094417246666
2014-12-13,102.551718147431
2014-12-14,106.210254732797
2014-12-15,122.470417334423
2014-12-16,102.551718147431
2014-12-17,93.2021246514959
2014-12-18,83.0395230254796
2014-12-19,87.5110677409268
2014-12-20,103.771230342553
2014-12-21,71.6574092043414
2014-12-22,101.332205952309
2014-12-23,102.551718147431
2014-12-24,91.9826124563739
2014-12-25,42.7956205864552
2014-12-26,51.7387100173495
2014-12-27,85.4785474157235
2014-12-28,66.7793604238536
2014-12-29,81.0070027002763
2014-12-30,70.4378970092195
2014-12-31,66.372856358813
2015-01-01,40.0222390064859
2015-01-02,69.2905316894127
2015-01-03,96.5263040471363
2015-01-04,83.9246780308761
2015-01-05,90.0222390064859
2015-01-06,66.4450032341282
2015-01-07,66.4450032341282
2015-01-08,63.5994747788436
2015-01-09,59.5344341284371
2015-01-10,77.4206129902257
2015-01-11,59.9409381934777
2015-01-12,78.6401251853477
2015-01-13,61.5669544536403
2015-01-14,60.753946323559
2015-01-15,66.0384991690875
2015-01-16,61.973458518681
2015-01-17,81.0791495755916
2015-01-18,59.9409381934777
2015-01-19,71.7295560796566
2015-01-20,57.9084178682745
2015-01-21,56.6889056731525
2015-01-22,50.9978487625834
2015-01-23,56.6889056731525
2015-01-24,82.2986617707135
2015-01-25,81.4856536406322
2015-01-26,89.6157349414452
2015-01-27,74.9815885999818
2015-01-28,72.5425642097379
2015-01-29,73.3555723398192
2015-01-30,66.4450032341282
2015-01-31,84.7376861609574
2015-02-01,67.1000525293981
2015-02-02,81.3276948058209
2015-02-03,72.3846053749266
2015-02-04,67.1000525293981
2015-02-05,61.408995618829
2015-02-06,61.0024915537884
2015-02-07,76.0431419602924
2015-02-08,61.8154996838697
2015-02-09,73.6041175700485
2015-02-10,65.0675322041949
2015-02-11,61.0024915537884
2015-02-12,56.5309468383412
2015-02-13,56.9374509033819
2015-02-14,87.01875171639
2015-02-15,87.4252557814306
2015-02-16,98.8073696025689
2015-02-17,78.0756622854957
2015-02-18,62.2220037489103
2015-02-19,63.4415159440323
2015-02-20,60.5959874887477
2015-02-21,80.5146866757396
2015-02-22,61.408995618829
2015-02-23,72.7911094399672
2015-02-24,56.9374509033819
2015-02-25,56.5309468383412
2015-02-26,52.4659061879347
2015-02-27,57.7504590334632
2015-02-28,92.7098086269591
2015-03-01,74.82144912247
2015-03-02,100.02470115499
2015-03-03,74.0084409923887
2015-03-04,64.6588474964537
2015-03-05,56.5287661956407
2015-03-06,51.6507174151529
2015-03-07,76.8539694476733
2015-03-08,49.6181970899497
2015-03-09,71.5694166021448
2015-03-10,58.561286520844
2015-03-11,57.7482783907627
2015-03-12,53.2767336753155
2015-03-13,54.4962458704375
2015-03-14,98.3986848948277
2015-03-15,90.2686035940147
2015-03-16,97.1791726997058
2015-03-17,73.601936927348
2015-03-18,65.471855626535
2015-03-19,57.341774325722
2015-03-20,59.3742946509253
2015-03-21,78.8864897728765
2015-03-22,52.8702296102749
2015-03-23,76.040961317592
2015-03-24,57.7482783907627
2015-03-25,53.6832377403562
2015-03-26,43.1141320492993
2015-03-27,54.4962458704375
2015-03-28,89.0490913988928
2015-03-29,81.3255141631204
2015-03-30,97.5856767647464
2015-03-31,67.9108800167789
2015-04-01,74.4405653180673
2015-04-02,65.0909718221323
2015-04-03,43.5462563749779
2015-04-04,88.6682075944901
2015-04-05,31.3511344237584
2015-04-06,58.1804027164413
2015-04-07,81.757638488799
2015-04-08,69.1560124725388
2015-04-09,61.0259311717258
2015-04-10,50.4568254806689
2015-04-11,87.8551994644088
2015-04-12,71.1885327977421
2015-04-13,86.6356872692868
2015-04-14,68.7495084074982
2015-04-15,65.9039799522136
2015-04-16,61.4324352367665
2015-04-17,57.36739458636
2015-04-18,78.9121100335145
2015-04-19,51.6763376757909
2015-04-20,67.9365002774169
2015-04-21,58.9934108465226
2015-04-22,61.0259311717258
2015-04-23,53.7088580009941
2015-04-24,58.5869067814819
2015-04-25,100.456825480669
2015-04-26,82.1641425538397
2015-04-27,99.6438173505876
2015-04-28,75.6600775131893
2015-04-29,76.0665815782299
2015-04-30,63.8714596270104
2015-05-01,51.551430825843
2015-05-02,86.1042763542983
2015-05-03,58.4619999315341
2015-05-04,92.2018373299081
2015-05-05,79.6002113136479
2015-05-06,71.8766340778755
2015-05-07,70.2506178177129
2015-05-08,65.7790731022658
2015-05-09,90.9823251347861
2015-05-10,60.4945202567373
2015-05-11,68.6246015575503
2015-05-12,59.681512126656
2015-05-13,61.7140324518593
2015-05-14,45.8603739152739
2015-05-15,66.9985852973877
2015-05-16,95.4538698502333
2015-05-17,94.2343576551113
2015-05-18,98.2993983055178
2015-05-19,73.9091544030788
2015-05-20,67.4050893624284
2015-05-21,56.0229755412902
2015-05-22,57.6489918014528
2015-05-23,81.6327316388512
2015-05-24,33.6652519640544
2015-05-25,59.2750080616154
2015-05-26,74.3156584681194
2015-05-27,67.811593427469
2015-05-28,61.3075283868186
2015-05-29,63.7465527770625
2015-05-30,101.144926760802
2015-05-31,75.941674728282
2015-06-01,87.7271324853464
2015-06-02,79.5970511845333
2015-06-03,71.0604658186797
2015-06-04,62.1173763877854
2015-06-05,79.5970511845333
2015-06-06,84.4750999650212
2015-06-07,60.0848560625821
2015-06-08,74.7190024040455
2015-06-09,66.5889211032325
2015-06-10,60.8978641926634
2015-06-11,62.1173763877854
2015-06-12,58.4588398024195
2015-06-13,96.6702219162407
2015-06-14,85.6946121601431
2015-06-15,103.580791021932
2015-06-16,79.1905471194927
2015-06-17,79.1905471194927
2015-06-18,68.2149373633951
2015-06-19,71.4669698837203
2015-06-20,86.1011162251838
2015-06-21,56.8328235422569
2015-06-22,72.6864820788423
2015-06-23,73.0929861438829
2015-06-24,63.3368885829073
2015-06-25,62.1173763877854
2015-06-26,63.3368885829073
2015-06-27,97.483230046322
2015-06-28,84.8816040300618
2015-06-29,107.645831672338
2015-06-30,82.8490837048586
2015-07-01,80.5657173710901
2015-07-02,80.9722214361308
2015-07-03,78.5331970458869
2015-07-04,90.3218149320657
2015-07-05,51.7039287532039
2015-07-06,82.5982376962934
2015-07-07,68.3705954198706
2015-07-08,69.1836035499519
2015-07-09,66.3380750946673
2015-07-10,63.4925466393828
2015-07-11,97.6388881027974
2015-07-12,86.6632783466999
2015-07-13,105.36246533857
2015-07-14,87.4762864767812
2015-07-15,74.874660460521
2015-07-16,69.1836035499519
2015-07-17,68.7770994849112
2015-07-18,92.354335257269
2015-07-19,68.3705954198706
2015-07-20,75.6876685906023
2015-07-21,71.2161238751551
2015-07-22,60.2405141190576
2015-07-23,64.3055547694641
2015-07-24,63.0860425743421
2015-07-25,96.8258799727161
2015-07-26,85.8502702166186
2015-07-27,111.053522249139
2015-07-28,82.1917336312527
